Entity,Code,Year,Long-run CO₂ concentration
World,OWID_WRL,-10924,241.23831
World,OWID_WRL,-10903,239.34502
World,OWID_WRL,-10880,242.1466
World,OWID_WRL,-10859,242.23335
World,OWID_WRL,-10836,241.49602
World,OWID_WRL,-10813,240.01944
World,OWID_WRL,-10790,247.29878
World,OWID_WRL,-10770,241.59193
World,OWID_WRL,-10747,244.24252
World,OWID_WRL,-10724,242.52904
World,OWID_WRL,-10704,243.9483
World,OWID_WRL,-10680,246.94328
World,OWID_WRL,-10658,248.09152
World,OWID_WRL,-10637,247.01866
World,OWID_WRL,-10615,244.27496
World,OWID_WRL,-10594,249.92262
World,OWID_WRL,-10571,246.73616
World,OWID_WRL,-10546,244.42282
World,OWID_WRL,-10525,246.17917
World,OWID_WRL,-10505,245.82819
World,OWID_WRL,-10482,247.67024
World,OWID_WRL,-10459,246.40344
World,OWID_WRL,-10438,243.004
World,OWID_WRL,-10415,244.30942
World,OWID_WRL,-10393,246.9665
World,OWID_WRL,-10371,250.73154
World,OWID_WRL,-10351,248.92403
World,OWID_WRL,-10331,249.37721
World,OWID_WRL,-10306,248.95175
World,OWID_WRL,-10283,249.23183
World,OWID_WRL,-10261,249.65334
World,OWID_WRL,-10240,250.96817
World,OWID_WRL,-10218,251.42429
World,OWID_WRL,-10196,251.1388
World,OWID_WRL,-10175,253.01913
World,OWID_WRL,-10155,255.65704
World,OWID_WRL,-10130,251.03139
World,OWID_WRL,-10109,253.09804
World,OWID_WRL,-10087,248.40714
World,OWID_WRL,-10066,247.85065
World,OWID_WRL,-10041,255.3913
World,OWID_WRL,-10020,253.99315
World,OWID_WRL,-9998,248.9157
World,OWID_WRL,-9977,258.57498
World,OWID_WRL,-9955,255.89658
World,OWID_WRL,-9933,251.56174
World,OWID_WRL,-9913,253.62958
World,OWID_WRL,-9893,254.31018
World,OWID_WRL,-9870,257.1687
World,OWID_WRL,-9853,258.53058
World,OWID_WRL,-9831,258.24948
World,OWID_WRL,-9809,258.74197
World,OWID_WRL,-9791,255.89087
World,OWID_WRL,-9770,256.04306
World,OWID_WRL,-9751,253.99089
World,OWID_WRL,-9733,254.6156
World,OWID_WRL,-9715,247.55286
World,OWID_WRL,-9698,257.1343
World,OWID_WRL,-9679,266.2202
World,OWID_WRL,-9661,261.30356
World,OWID_WRL,-9642,260.70197
World,OWID_WRL,-9626,267.09265
World,OWID_WRL,-9610,262.74026
World,OWID_WRL,-9594,266.89752
World,OWID_WRL,-9574,269.50873
World,OWID_WRL,-9557,267.66345
World,OWID_WRL,-9540,267.166
World,OWID_WRL,-9523,269.0966
World,OWID_WRL,-9503,268.86948
World,OWID_WRL,-9486,270.14346
World,OWID_WRL,-9467,264.48312
World,OWID_WRL,-9450,268.16388
World,OWID_WRL,-9433,264.83963
World,OWID_WRL,-9389,264.80624
World,OWID_WRL,-9367,264.1
World,OWID_WRL,-9307,264.4
World,OWID_WRL,-9251,265.3
World,OWID_WRL,-9236,265
World,OWID_WRL,-9211,264.8
World,OWID_WRL,-9140,264.8
World,OWID_WRL,-9004,267.6
World,OWID_WRL,-8886,265.1
World,OWID_WRL,-8852,266
World,OWID_WRL,-8730,266.9
World,OWID_WRL,-8556,267.5
World,OWID_WRL,-8417,264.9
World,OWID_WRL,-8350,265.7
World,OWID_WRL,-8243,263.4
World,OWID_WRL,-8185,264
World,OWID_WRL,-8043,264.2
World,OWID_WRL,-7951,264.4
World,OWID_WRL,-7623,263.8
World,OWID_WRL,-7606,263
World,OWID_WRL,-7574,260.9
World,OWID_WRL,-7568,260.6
World,OWID_WRL,-7487,265.2
World,OWID_WRL,-7411,263.8
World,OWID_WRL,-7345,263.7
World,OWID_WRL,-7193,262
World,OWID_WRL,-7110,259.3
World,OWID_WRL,-7043,260.4
World,OWID_WRL,-6962,260.9
World,OWID_WRL,-6831,259
World,OWID_WRL,-6761,261.8
World,OWID_WRL,-6597,260.7
World,OWID_WRL,-6510,261.3
World,OWID_WRL,-6402,258.3
World,OWID_WRL,-6245,259.3
World,OWID_WRL,-6166,259.6
World,OWID_WRL,-6026,260.8
World,OWID_WRL,-5976,259.2
World,OWID_WRL,-5910,259.7
World,OWID_WRL,-5770,260.4
World,OWID_WRL,-5711,260.1
World,OWID_WRL,-5548,258.4
World,OWID_WRL,-5455,260.7
World,OWID_WRL,-5324,263
World,OWID_WRL,-5238,262.3
World,OWID_WRL,-5088,257.6
World,OWID_WRL,-5020,258.1
World,OWID_WRL,-4930,262.9
World,OWID_WRL,-4820,262.1
World,OWID_WRL,-4733,259.4
World,OWID_WRL,-4622,261.1
World,OWID_WRL,-4451,261.2
World,OWID_WRL,-4387,262.7
World,OWID_WRL,-4352,263.2
World,OWID_WRL,-4140,265.5
World,OWID_WRL,-4049,266.7
World,OWID_WRL,-3984,260.7
World,OWID_WRL,-3902,265.5
World,OWID_WRL,-3808,265.9
World,OWID_WRL,-3631,267.6
World,OWID_WRL,-3583,265.2
World,OWID_WRL,-3408,265.3
World,OWID_WRL,-3361,267.6
World,OWID_WRL,-3269,269.8
World,OWID_WRL,-3137,268.6
World,OWID_WRL,-3032,269.3
World,OWID_WRL,-2971,270.7
World,OWID_WRL,-2823,271.5
World,OWID_WRL,-2697,269.8
World,OWID_WRL,-2643,269.1
World,OWID_WRL,-2544,271.1
World,OWID_WRL,-2393,271.5
World,OWID_WRL,-2325,272.8
World,OWID_WRL,-2256,271.6
World,OWID_WRL,-2159,271.7
World,OWID_WRL,-2019,274.9
World,OWID_WRL,-1906,275.4
World,OWID_WRL,-1857,271.5
World,OWID_WRL,-1743,273
World,OWID_WRL,-1694,273.4
World,OWID_WRL,-1578,275
World,OWID_WRL,-1481,274
World,OWID_WRL,-1334,273.1
World,OWID_WRL,-1306,276.3
World,OWID_WRL,-1107,274.6
World,OWID_WRL,-999,276.3
World,OWID_WRL,-955,274.7
World,OWID_WRL,-852,275.3
World,OWID_WRL,-758,278.9
World,OWID_WRL,-678,273.9
World,OWID_WRL,-576,277.9
World,OWID_WRL,-464,277.6
World,OWID_WRL,-316,276.7
World,OWID_WRL,-284,276.7
World,OWID_WRL,-143,276.9
World,OWID_WRL,-50,278
World,OWID_WRL,1,276.7
World,OWID_WRL,30,277.9
World,OWID_WRL,56,277.4
World,OWID_WRL,104,277.5
World,OWID_WRL,136,278.1
World,OWID_WRL,154,278.072
World,OWID_WRL,175,277.55588
World,OWID_WRL,241,280.24908
World,OWID_WRL,266,278.3144
World,OWID_WRL,274,280.2445
World,OWID_WRL,296,280.90897
World,OWID_WRL,318,281.69214
World,OWID_WRL,357,277.79538
World,OWID_WRL,384,277.24692
World,OWID_WRL,406,279.1252
World,OWID_WRL,437,279.9999
World,OWID_WRL,488,277.10568
World,OWID_WRL,518,276.78952
World,OWID_WRL,552,276.55905
World,OWID_WRL,557,278.4609
World,OWID_WRL,582,276.19604
World,OWID_WRL,615,277.86972
World,OWID_WRL,637,279.58804
World,OWID_WRL,669,278.45496
World,OWID_WRL,701,277.09894
World,OWID_WRL,730,279.99026
World,OWID_WRL,762,279.2937
World,OWID_WRL,793,279.7247
World,OWID_WRL,822,278.62302
World,OWID_WRL,875,279.42044
World,OWID_WRL,914,280.10553
World,OWID_WRL,958,277.40717
World,OWID_WRL,983,278.74023
World,OWID_WRL,1018,279.7987
World,OWID_WRL,1019,280.06454
World,OWID_WRL,1040,280.91617
World,OWID_WRL,1049,280.96674
World,OWID_WRL,1070,282.84442
World,OWID_WRL,1099,283.09445
World,OWID_WRL,1116,282.84164
World,OWID_WRL,1146,284.5106
World,OWID_WRL,1166,283.96597
World,OWID_WRL,1200,284.54004
World,OWID_WRL,1211,283.6883
World,OWID_WRL,1251,282.41312
World,OWID_WRL,1260,282.19928
World,OWID_WRL,1278,278.43124
World,OWID_WRL,1307,281.5784
World,OWID_WRL,1330,284.06766
World,OWID_WRL,1349,278.36212
World,OWID_WRL,1390,280.9116
World,OWID_WRL,1411,279.69656
World,OWID_WRL,1429,279.7257
World,OWID_WRL,1449,282.2266
World,OWID_WRL,1469,280.3125
World,OWID_WRL,1502,283.1248
World,OWID_WRL,1530,283.94788
World,OWID_WRL,1550,283.5297
World,OWID_WRL,1560,281.82904
World,OWID_WRL,1573,282.56982
World,OWID_WRL,1588,281.10892
World,OWID_WRL,1591,279.35687
World,OWID_WRL,1603,275.0666
World,OWID_WRL,1609,271.10904
World,OWID_WRL,1629,273.78076
World,OWID_WRL,1640,276.68723
World,OWID_WRL,1649,278.01523
World,OWID_WRL,1682,276.65967
World,OWID_WRL,1690,276.32462
World,OWID_WRL,1694,277.35806
World,OWID_WRL,1723,277.64172
World,OWID_WRL,1734,278.31094
World,OWID_WRL,1741,276.809
World,OWID_WRL,1749,277.60007
World,OWID_WRL,1752,277.22968
World,OWID_WRL,1763,277.1557
World,OWID_WRL,1764,276.3961
World,OWID_WRL,1773,277.85596
World,OWID_WRL,1779,280.2363
World,OWID_WRL,1780,273.07373
World,OWID_WRL,1794,281.61713
World,OWID_WRL,1796,281.35458
World,OWID_WRL,1799,282.79956
World,OWID_WRL,1814,284.43127
World,OWID_WRL,1825,281.36035
World,OWID_WRL,1827,285.90894
World,OWID_WRL,1833,284.4533
World,OWID_WRL,1837,284.15198
World,OWID_WRL,1841,283.65454
World,OWID_WRL,1843,281.58148
World,OWID_WRL,1844,283.53113
World,OWID_WRL,1845,283.18286
World,OWID_WRL,1846,283.61987
World,OWID_WRL,1847,286.83923
World,OWID_WRL,1850,284.00165
World,OWID_WRL,1851,287.1281
World,OWID_WRL,1854,288.05444
World,OWID_WRL,1855,285.56558
World,OWID_WRL,1857,283.1621
World,OWID_WRL,1859,286.6331
World,OWID_WRL,1862,287.17456
World,OWID_WRL,1863,285.35333
World,OWID_WRL,1864,286.65414
World,OWID_WRL,1867,285.0523
World,OWID_WRL,1868,288.7642
World,OWID_WRL,1870,287.15613
World,OWID_WRL,1873,286.6551
World,OWID_WRL,1874,291.5582
World,OWID_WRL,1877,289.32812
World,OWID_WRL,1880,287.77072
World,OWID_WRL,1883,292.46393
World,OWID_WRL,1884,289.4945
World,OWID_WRL,1886,288.11575
World,OWID_WRL,1887,294.3418
World,OWID_WRL,1889,292.34238
World,OWID_WRL,1890,290.91754
World,OWID_WRL,1892,295.17194
World,OWID_WRL,1893,295.08795
World,OWID_WRL,1894,293.48767
World,OWID_WRL,1899,296.16443
World,OWID_WRL,1900,294.22073
World,OWID_WRL,1902,295.61063
World,OWID_WRL,1904,295.99136
World,OWID_WRL,1905,299.0236
World,OWID_WRL,1906,298.47754
World,OWID_WRL,1909,301.50415
World,OWID_WRL,1910,297.8691
World,OWID_WRL,1911,298.36343
World,OWID_WRL,1913,301.29773
World,OWID_WRL,1914,300.7001
World,OWID_WRL,1916,301.91516
World,OWID_WRL,1918,303.85223
World,OWID_WRL,1919,304.61322
World,OWID_WRL,1920,301.87585
World,OWID_WRL,1923,304.6901
World,OWID_WRL,1925,304.84253
World,OWID_WRL,1928,306.84332
World,OWID_WRL,1929,305.62305
World,OWID_WRL,1931,305.7409
World,OWID_WRL,1932,308.25555
World,OWID_WRL,1933,307.11163
World,OWID_WRL,1934,308.3531
World,OWID_WRL,1935,306.3198
World,OWID_WRL,1936,308.30164
World,OWID_WRL,1937,307.40768
World,OWID_WRL,1938,311.0677
World,OWID_WRL,1939,310.83423
World,OWID_WRL,1940,310.37598
World,OWID_WRL,1941,309.77048
World,OWID_WRL,1942,312.37192
World,OWID_WRL,1944,312.36163
World,OWID_WRL,1945,310.93842
World,OWID_WRL,1946,312.26343
World,OWID_WRL,1947,311.61462
World,OWID_WRL,1948,311.57095
World,OWID_WRL,1949,309.694
World,OWID_WRL,1950,312.83102
World,OWID_WRL,1952,312.18445
World,OWID_WRL,1954,312.73138
World,OWID_WRL,1955,314.71396
World,OWID_WRL,1956,315.34207
World,OWID_WRL,1957,315.34427
World,OWID_WRL,1958,315.3368
World,OWID_WRL,1959,314.15894
World,OWID_WRL,1960,313.09338
World,OWID_WRL,1961,318.20657
World,OWID_WRL,1962,317.75082
World,OWID_WRL,1963,318.3751
World,OWID_WRL,1964,319.12347
World,OWID_WRL,1965,319.544
World,OWID_WRL,1966,320.98157
World,OWID_WRL,1967,321.33356
World,OWID_WRL,1969,323.56235
World,OWID_WRL,1970,324.55707
World,OWID_WRL,1971,325.95483
World,OWID_WRL,1972,329.38318
World,OWID_WRL,1974,331.5498
World,OWID_WRL,1976,332.3657
World,OWID_WRL,1977,333.95795
World,OWID_WRL,1979,336.85
World,OWID_WRL,1980,338.90915
World,OWID_WRL,1981,340.11002
World,OWID_WRL,1982,340.85583
World,OWID_WRL,1983,342.53
World,OWID_WRL,1984,344.07333
World,OWID_WRL,1985,345.5375
World,OWID_WRL,1986,346.96835
World,OWID_WRL,1987,348.68335
World,OWID_WRL,1988,351.15918
World,OWID_WRL,1989,352.78085
World,OWID_WRL,1990,354.05502
World,OWID_WRL,1991,355.39334
World,OWID_WRL,1992,356.09
World,OWID_WRL,1993,356.83334
World,OWID_WRL,1994,358.32834
World,OWID_WRL,1995,360.17166
World,OWID_WRL,1996,361.9325
World,OWID_WRL,1997,363.0458
World,OWID_WRL,1998,365.69666
World,OWID_WRL,1999,367.79666
World,OWID_WRL,2000,368.965
World,OWID_WRL,2001,370.56998
World,OWID_WRL,2002,372.58835
World,OWID_WRL,2003,375.14584
World,OWID_WRL,2004,376.95166
World,OWID_WRL,2005,378.98083
World,OWID_WRL,2006,381.1475
World,OWID_WRL,2007,382.9
World,OWID_WRL,2008,385.02084
World,OWID_WRL,2009,386.49753
World,OWID_WRL,2010,388.75668
World,OWID_WRL,2011,390.63168
World,OWID_WRL,2012,392.65085
World,OWID_WRL,2013,395.39917
World,OWID_WRL,2014,397.345
World,OWID_WRL,2015,399.64917
World,OWID_WRL,2016,403.08167
World,OWID_WRL,2017,405.22
World,OWID_WRL,2018,407.5842
World,OWID_WRL,2019,410.04248
World,OWID_WRL,2020,412.50748
World,OWID_WRL,2021,414.80917
World,OWID_WRL,2022,417.2383
World,OWID_WRL,2023,419.55667
