Date,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
1978-12-29,226.0,137.06,,110.7,,,,,,,,,,,,,,,
1979-01-01,226.0,137.06,,110.7,,,,,,,,,,,,,,,
1979-01-02,226.8,137.29,43164.91,111.45,263.74,359.62,1792.85,,,735.6,138160.45,851.29,4454.55,,,107470.04,,194.56,193.61
1979-01-03,218.6,134.01,43717.9,107.98,264.39,365.87,1802.15,,,739.42,138877.01,855.71,4477.66,,,108027.43,,192.23,192.97
1979-01-04,223.15,136.79,43674.89,110.66,264.14,366.38,1811.74,,,743.36,139616.26,860.26,4501.49,,,108602.47,,193.01,194.55
1979-01-05,225.5,138.35,44582.47,111.63,268.39,373.72,1843.57,,,756.42,142069.1,875.38,4580.57,,,110510.44,,196.4,197.94
1979-01-08,223.1,136.38,44436.22,110.15,269.53,372.64,1841.33,,,750.88,141870.9,869.67,4574.18,,,110356.27,,197.16,197.92
1979-01-09,224.0,137.29,44045.61,110.95,266.3,372.78,1822.52,,,743.34,140446.68,860.94,4528.26,,,109248.42,,195.04,195.93
1979-01-10,220.7,135.48,43366.38,109.94,261.79,365.87,1803.5,,,735.58,138981.01,851.96,4481.01,,,108108.33,,191.95,192.68
1979-01-11,220.65,135.94,43770.55,110.19,262.51,370.88,1814.57,,,740.1,139833.76,857.18,4508.5,,,108771.66,,192.35,193.81
1979-01-12,217.6,134.08,42837.13,109.02,257.19,364.62,1782.62,,,727.06,137371.81,842.09,4429.12,,,106856.59,,187.08,189.8
1979-01-15,216.85,133.83,42795.27,108.81,256.83,367.75,1782.01,,,718.14,135122.4,825.53,4374.72,,,106819.82,,187.25,189.84
1979-01-16,220.65,135.62,43225.85,110.19,260.89,367.73,1796.52,,,723.99,136222.93,832.25,4410.35,,,107689.84,,189.25,191.88
1979-01-17,227.25,139.22,44349.65,113.26,267.56,376.22,1842.06,,,742.34,139676.15,853.35,4522.15,,,110419.75,,196.0,197.13
1979-01-18,231.75,141.66,44823.37,115.3,270.81,379.1,1861.74,,,750.27,141168.09,862.47,4570.45,,,111599.19,,197.11,198.96
1979-01-19,230.55,141.14,46908.77,115.07,280.94,396.08,1940.75,,,782.11,147159.35,899.07,4764.43,,,116335.53,,206.5,207.64
1979-01-22,235.0,144.0,46387.41,117.59,278.27,393.5,1886.87,,,781.14,146492.75,898.43,4746.64,,,115493.28,,203.47,205.66
1979-01-23,230.0,141.14,45633.13,115.23,273.28,386.81,1895.37,,,768.44,144110.68,883.82,4669.46,,,113615.29,,200.67,202.03
1979-01-24,236.1,144.69,46372.42,118.05,278.94,392.79,1926.08,,,780.89,146445.39,898.14,4745.11,,,115455.95,,203.92,205.6
1979-01-25,233.85,143.98,46890.28,117.34,280.1,397.24,1937.79,,,785.63,147335.76,903.6,4773.96,,,116157.91,,205.16,206.49
1979-01-26,235.45,144.64,46801.3,118.02,279.57,394.61,1929.26,,,782.17,146687.14,899.62,4752.94,,,115646.54,,204.26,205.97
1979-01-29,235.2,145.25,46917.32,117.89,279.33,395.28,1886.95,,,780.0,146264.74,896.12,4721.93,,,115498.47,,203.14,205.97
1979-01-30,233.5,144.09,46907.17,116.93,278.46,394.21,1921.57,,,777.89,145868.42,893.69,4709.14,,,115185.51,,203.06,205.58
1979-01-31,233.7,144.84,45160.33,117.44,267.1,379.32,1840.82,,,745.2,139739.28,856.14,4511.27,,,108235.82,,194.53,197.17
1979-02-01,229.35,142.85,47160.45,115.77,279.15,397.11,1927.14,,,780.14,146291.24,896.28,4722.79,,,113310.67,,202.31,205.83
1979-02-02,230.3,143.48,46328.34,116.31,275.53,393.04,1907.37,,,772.14,144790.59,887.09,4674.34,,,112148.33,,199.41,203.54
1979-02-05,243.1,150.26,47766.02,122.18,285.76,403.85,1971.85,,,800.5,149178.81,909.71,4797.3,,,115919.09,,206.98,210.87
1979-02-06,244.5,150.8,48317.7,122.56,289.72,408.72,1996.78,,,810.76,151091.56,921.38,4858.81,,,117405.39,,210.96,214.0
1979-02-07,251.6,153.67,48835.68,124.93,296.91,412.32,2030.96,,,824.64,153677.83,937.15,4941.98,,,119415.05,,215.62,218.4
1979-02-08,250.5,153.49,50293.31,124.94,303.28,420.59,2081.04,,,844.98,157467.47,960.26,5063.85,,,122359.78,,217.64,223.09
1979-02-09,246.75,151.3,48548.55,123.25,291.41,405.69,2000.87,,,812.59,151432.5,923.46,4869.78,,,117670.31,,208.84,214.72
1979-02-12,244.25,150.01,49820.36,121.88,297.99,415.38,2046.37,,,840.72,156000.02,961.53,5036.84,,,120300.06,,214.33,219.96
1979-02-13,240.6,148.1,48714.8,120.09,291.01,406.46,2000.6,,,822.06,152538.2,940.2,4925.06,,,117630.47,,208.71,214.41
1979-02-14,240.65,148.25,47638.54,120.03,283.22,397.88,1946.67,,,799.9,148426.06,914.85,4792.29,,,114459.38,,202.58,209.87
1979-02-15,247.75,152.37,49146.71,123.63,292.56,408.03,2008.3,,,825.22,153125.02,943.81,4944.01,,,118083.0,,209.82,216.39
1979-02-16,247.05,152.19,49351.91,123.34,293.47,411.88,2016.69,,,828.67,153764.35,947.75,4964.65,,,118576.02,,210.0,217.17
1979-02-19,248.1,152.84,50094.5,123.86,298.26,417.45,2047.39,,,839.89,156000.12,959.52,5087.33,,,120360.21,,213.55,220.5
1979-02-20,247.0,152.24,49921.71,123.22,296.38,414.47,2032.39,,,833.88,154884.13,952.66,5050.94,,,119499.17,,209.96,219.3
1979-02-21,250.75,154.63,50398.61,124.91,297.8,417.09,2039.17,,,836.67,155400.89,955.84,5067.79,,,119897.88,,210.97,220.52
1979-02-22,252.35,155.4,50607.37,125.58,300.21,420.48,2052.67,,,842.21,156429.89,962.16,5101.35,,,120691.79,,212.58,222.3
1979-02-23,251.0,154.44,50405.39,124.75,299.39,417.97,2041.96,,,837.81,155613.42,957.14,5074.72,,,120061.85,,211.74,221.32
1979-02-26,248.6,152.73,50592.58,123.01,299.65,416.75,2034.48,,,837.22,156436.94,957.36,5042.23,,,119622.72,,211.49,221.69
1979-02-27,247.9,152.46,50111.39,122.57,296.26,412.9,2012.67,,,828.25,154759.64,947.09,4988.16,,,118340.15,,210.3,219.5
1979-02-28,251.3,154.64,50209.08,124.19,295.5,413.61,2011.68,,,827.84,154683.13,946.62,4985.7,,,119929.27,,209.36,219.63
1979-03-01,248.8,153.27,50821.01,122.96,295.69,417.66,2023.86,,,832.85,155619.47,952.35,5015.88,,,120655.24,,210.18,221.15
1979-03-02,248.0,152.83,50920.81,122.65,295.01,417.27,2020.48,,,831.46,155360.12,950.77,5007.52,,,120454.16,,209.98,221.27
1979-03-05,238.15,147.01,49760.54,117.75,287.46,407.87,1972.05,,,813.94,151749.81,929.18,4898.62,,,117567.52,,204.76,215.97
1979-03-06,239.75,147.91,48982.65,118.4,283.85,401.2,1941.23,,,801.21,149377.56,914.66,4822.04,,,115729.63,,202.0,212.89
1979-03-07,242.25,149.08,49423.0,119.07,286.72,403.83,1953.97,,,806.47,150357.7,920.66,4853.68,,,116488.99,,203.98,214.88
1979-03-08,239.2,147.09,48791.81,117.11,281.88,397.93,1919.78,,,792.36,147726.39,904.55,4768.74,,,114450.39,,201.03,212.23
1979-03-09,241.0,148.43,49315.21,118.22,284.09,401.72,1938.05,,,799.9,149132.48,913.16,4814.13,,,115539.75,,202.65,213.78
1979-03-12,240.0,148.01,49652.41,117.59,283.92,403.54,1939.69,,,806.48,150625.11,924.56,4867.23,,,115638.16,,203.02,214.49
1979-03-13,239.1,147.76,50063.34,117.23,280.6,403.21,1963.4,,,801.72,149735.16,919.1,4838.48,,,114954.93,,202.18,214.16
1979-03-14,239.5,147.76,49758.35,117.57,281.06,402.78,1969.91,,,804.38,150231.95,922.15,4854.53,,,115336.32,,202.31,214.34
1979-03-15,240.1,148.22,49673.74,117.93,281.38,403.4,1970.06,,,804.44,150243.18,922.22,4854.89,,,115344.94,,202.1,214.07
1979-03-16,244.0,150.77,49687.0,120.17,280.78,403.1,1972.92,,,805.61,150461.67,923.56,4861.95,,,115512.68,,202.3,214.02
1979-03-19,242.25,149.66,50584.67,119.72,284.58,410.89,2016.94,,,821.17,152500.4,938.14,4947.83,,,118090.17,,206.31,217.77
1979-03-20,242.1,149.41,50126.49,119.11,282.96,407.5,1991.55,,,810.83,150580.67,926.33,4885.54,,,116603.61,,204.09,216.04
1979-03-21,239.9,148.28,49778.12,118.09,280.16,407.03,1977.71,,,805.2,149534.18,919.89,4851.59,,,115793.24,,203.37,214.96
1979-03-22,242.85,149.85,49959.64,119.42,283.69,410.31,1997.98,,,813.45,151066.25,929.32,4901.3,,,116979.62,,205.0,216.86
1979-03-23,242.5,149.7,49816.19,119.02,282.68,409.05,1987.49,,,809.18,150273.2,924.44,4875.57,,,116365.52,,203.97,215.78
1979-03-26,245.25,150.98,50353.08,119.43,285.17,411.03,1989.92,,,817.31,152687.68,933.9,4937.16,,,116508.05,,205.52,217.53
1979-03-27,244.35,150.72,51005.19,118.99,287.86,415.3,2006.21,,,824.0,153937.68,941.54,4977.58,,,117461.86,,208.4,219.85
1979-03-28,244.4,150.69,50684.14,119.25,283.71,410.53,1988.91,,,816.89,152609.86,933.42,4934.64,,,116448.67,,206.3,218.08
1979-03-29,241.5,149.12,50335.83,117.49,281.09,408.45,1966.02,,,807.49,150853.27,922.68,4877.84,,,115108.3,,203.93,215.8
1979-03-30,240.1,148.04,50274.29,116.22,278.16,406.2,1940.16,,,796.73,148844.15,910.39,4812.88,,,116123.63,,202.37,214.55
1979-04-02,239.7,148.52,50844.06,115.94,277.61,409.19,1948.09,,,807.93,150001.58,922.85,4849.63,,,116233.1,,203.14,215.22
1979-04-03,240.0,148.77,51208.13,116.17,278.1,409.03,1942.59,,,808.18,150047.94,923.14,4851.13,,,116269.03,,202.92,215.57
1979-04-04,239.75,148.51,51481.05,115.99,276.98,409.24,1940.84,,,807.45,149912.8,922.31,4846.76,,,116164.31,,202.73,215.73
1979-04-05,240.65,149.14,51850.43,116.0,276.96,411.85,1939.47,,,806.88,149806.87,921.66,4843.33,,,116082.23,,202.88,216.33
1979-04-06,239.75,148.52,51488.37,114.91,275.83,410.01,1922.7,,,799.91,148511.76,913.69,4801.46,,,115078.67,,203.42,216.07
1979-04-09,240.2,149.87,51461.34,114.71,276.33,414.61,1957.59,,,808.02,150000.08,919.2,4835.25,,,114762.1,,203.09,215.59
1979-04-10,239.75,149.27,50895.09,114.06,274.82,411.78,1946.32,,,803.61,149180.18,914.17,4808.82,,,114134.81,,202.61,215.55
1979-04-11,238.35,148.25,50867.47,114.21,274.27,410.15,1956.22,,,807.69,149938.73,918.82,4833.27,,,114715.17,,203.36,215.96
1979-04-12,233.95,145.91,50311.23,112.42,267.73,403.44,1917.55,,,824.3,146059.78,900.66,4740.54,,,112447.72,,198.49,211.18
1979-04-13,233.95,145.88,50311.23,112.42,267.73,403.44,1917.55,,,824.3,146059.78,900.66,4740.54,,,112447.72,,198.49,211.18
1979-04-16,233.95,145.88,50311.23,112.42,267.73,403.44,1917.55,,,824.3,146059.78,898.41,4740.54,,,112447.72,,198.49,211.18
1979-04-17,231.9,144.82,50326.73,111.22,264.89,399.22,1897.5,,,815.67,144532.02,889.02,4690.95,,,111271.53,,196.42,209.31
1979-04-18,233.2,145.35,50551.03,112.49,267.42,402.71,1931.54,,,830.31,147125.4,904.97,4775.13,,,113268.11,,199.32,211.93
1979-04-19,240.9,149.87,52131.66,115.93,275.62,413.46,1980.31,,,851.27,150839.67,927.82,4895.68,,,116127.64,,204.7,217.46
1979-04-20,236.4,147.67,51974.41,114.34,271.15,410.38,1965.59,,,844.94,149718.52,920.92,4859.29,,,115264.49,,201.74,215.26
1979-04-23,236.85,147.78,51665.49,114.5,270.34,407.09,1953.91,,,799.87,147936.08,908.58,4785.21,,,114579.4,,200.83,213.81
1979-04-24,239.7,149.25,52353.13,115.94,273.72,412.09,1982.11,,,811.42,150071.21,921.69,4854.27,,,116233.1,,203.14,216.96
1979-04-25,241.8,150.41,52722.45,118.44,275.51,414.5,2020.73,,,827.23,152995.69,939.65,4948.87,,,118498.16,,205.92,219.06
1979-04-26,242.2,150.7,52836.38,118.55,277.52,414.51,2025.1,,,829.02,153326.3,941.69,4959.56,,,118754.23,,205.65,219.11
1979-04-27,243.7,151.15,53323.18,118.59,277.19,416.31,2016.6,,,825.53,152682.61,937.73,4938.74,,,118255.67,,205.2,219.91
1979-04-30,245.3,152.76,54144.57,118.82,278.53,420.01,2013.1,,,819.39,152453.63,930.21,4890.99,,,117423.25,,206.91,221.12
1979-05-01,247.3,152.8,54994.56,119.56,281.59,423.91,2044.71,,,832.25,154846.94,944.82,4967.77,,,119266.63,,208.96,223.85
1979-05-02,246.3,153.16,55508.85,119.1,281.48,425.11,2036.12,,,828.76,154196.54,940.85,4946.9,,,118765.67,,209.28,224.3
1979-05-03,246.5,153.28,55244.06,118.68,281.31,423.5,2019.55,,,822.15,152968.07,933.35,4907.49,,,117819.48,,208.5,223.28
1979-05-04,248.45,154.48,54691.29,119.56,284.42,426.27,2034.54,,,838.84,154750.13,940.12,5002.35,,,118673.52,,209.11,224.25
1979-05-07,248.45,154.48,54691.29,119.56,284.42,426.27,2034.54,,,838.84,154750.13,940.12,5002.35,,,118673.52,,209.11,224.25
1979-05-08,248.95,154.76,56574.9,120.41,289.35,429.0,2065.99,,,851.95,157169.3,954.81,5080.55,,,120528.72,,211.17,225.45
1979-05-09,247.95,154.12,52685.41,119.93,286.54,423.51,2039.57,,,841.06,155159.14,942.6,5015.57,,,118987.18,,208.47,221.91
1979-05-10,252.25,157.08,53975.2,123.08,291.67,432.29,2096.63,,,864.59,159500.1,968.97,5155.89,,,122316.14,,214.3,227.2
1979-05-11,251.5,156.73,54146.96,123.1,291.68,433.36,2103.3,,,867.34,160007.66,972.06,5172.3,,,122705.37,,213.75,227.92
1979-05-14,251.0,156.42,53537.46,122.8,291.36,431.12,2089.98,,,843.23,156687.52,961.59,5089.43,,,122157.99,,212.8,225.8
1979-05-15,255.5,159.57,54229.82,123.85,294.12,437.89,2066.64,,,844.46,156916.4,962.99,5096.87,,,122336.43,,213.11,227.73
1979-05-16,256.5,160.1,54922.95,124.45,296.05,442.68,2090.69,,,854.29,158742.23,974.2,5156.17,,,123759.9,,216.21,230.56
1979-05-17,256.8,160.68,55795.87,124.9,297.64,446.49,2107.23,,,861.05,159998.27,981.91,5196.97,,,124739.14,,217.48,232.7
1979-05-18,256.4,161.08,56328.17,125.2,297.17,448.24,2115.46,,,864.41,160623.29,985.74,5217.27,,,125226.43,,216.89,233.11
1979-05-21,262.0,164.85,57123.69,128.21,302.2,454.69,2148.92,,,885.11,163164.92,1000.06,5288.33,,,127207.95,,220.32,236.09
1979-05-22,265.4,166.79,58180.64,129.75,307.21,461.23,2181.38,,,898.48,165628.44,1015.16,5368.18,,,129128.58,,223.0,239.85
1979-05-23,264.15,165.89,57750.83,128.42,304.38,457.14,2154.46,,,887.39,163584.67,1002.64,5301.94,,,127535.2,,221.53,238.49
1979-05-24,263.75,165.43,57519.28,128.47,303.87,456.05,2155.38,,,887.77,163654.52,1003.06,5304.2,,,127589.66,,221.24,238.28
1979-05-25,270.6,170.0,59393.01,131.94,313.03,469.48,2215.71,,,917.89,168828.9,1031.15,5469.16,,,131161.73,,227.83,244.75
1979-05-28,270.6,169.99,59393.01,131.94,313.03,469.48,2215.71,,,917.89,168828.9,1031.15,5469.16,,,131161.73,,227.83,244.75
1979-05-29,273.8,172.21,61318.27,133.2,319.75,480.87,2259.99,,,936.23,172201.57,1051.75,5578.42,,,133781.93,,232.31,250.04
1979-05-30,270.25,169.65,60036.88,131.32,316.31,472.88,2228.63,,,923.24,169811.99,1037.15,5501.01,,,131925.49,,230.08,247.17
1979-05-31,274.6,172.0,61057.09,132.69,321.62,478.01,2253.41,,,933.26,171656.12,1048.41,5560.75,,,133889.58,,233.65,250.72
1979-06-01,275.1,172.68,61222.17,132.61,322.65,479.84,2244.73,,,929.67,170995.25,1044.38,5539.34,,,133374.11,,233.22,250.02
1979-06-04,272.9,171.04,60143.81,131.34,321.58,472.89,2215.48,,,929.64,170917.71,1049.47,5525.19,,,131670.31,,231.23,247.07
1979-06-05,274.75,172.29,60913.26,132.06,323.92,478.56,2230.97,,,935.9,172068.35,1056.54,5562.39,,,132556.74,,232.65,249.42
1979-06-06,280.0,175.7,61851.48,135.0,329.53,487.39,2277.73,,,955.52,175674.45,1078.68,5678.96,,,135334.78,,236.85,254.04
1979-06-07,276.05,173.15,61289.15,133.65,329.06,483.08,2275.69,,,954.66,175517.52,1077.72,5673.89,,,135213.88,,235.96,252.73
1979-06-08,280.0,175.45,60878.73,135.72,325.94,480.37,2262.95,,,949.32,174534.72,1071.68,5642.12,,,134456.76,,234.64,250.98
1979-06-11,282.35,176.98,61768.21,136.48,331.84,489.37,2297.86,,,956.9,176500.1,1081.11,5682.67,,,136496.64,,238.2,254.72
1979-06-12,277.75,173.99,61274.02,132.8,327.57,483.06,2244.19,,,934.78,172420.68,1056.13,5551.33,,,133341.81,,234.56,251.23
1979-06-13,276.6,173.07,60790.57,131.46,323.41,477.66,2208.46,,,919.9,169675.58,1039.31,5462.95,,,131218.88,,232.93,249.59
1979-06-14,279.0,174.47,61359.15,133.12,326.85,481.56,2238.78,,,932.53,172005.16,1053.58,5537.95,,,133020.46,,234.79,251.69
1979-06-15,280.0,174.13,61190.07,132.92,327.23,474.34,2257.8,,,929.45,171438.26,1050.11,5519.7,,,132582.05,,234.68,251.46
1979-06-18,278.0,172.81,61551.66,131.99,328.03,478.59,2263.05,,,950.53,174950.29,1074.16,5649.99,,,132933.45,,235.97,252.32
1979-06-19,280.3,172.97,61040.1,132.0,328.57,469.72,2238.92,,,940.09,173029.11,1062.37,5587.95,,,131473.67,,233.38,249.55
1979-06-20,281.35,173.13,61423.72,131.9,329.46,469.81,2240.93,,,940.93,173183.97,1063.32,5592.95,,,131591.34,,236.22,251.49
1979-06-21,282.3,173.45,61430.43,131.92,329.77,465.97,2232.8,,,937.52,172555.92,1059.46,5572.66,,,131114.13,,237.0,252.02
1979-06-22,283.45,173.68,60816.15,132.36,331.26,466.32,2274.3,,,941.2,173233.88,1063.62,5594.56,,,131629.26,,238.26,252.9
1979-06-25,283.85,172.89,60879.62,131.47,332.82,467.8,2275.74,,,959.32,173414.67,1091.09,5692.64,,,131766.63,,240.49,253.93
1979-06-26,281.45,172.23,60781.43,130.79,328.53,468.63,2263.2,,,953.64,172388.72,1084.63,5658.96,,,130987.08,,237.75,251.05
1979-06-27,281.8,172.09,60768.25,130.71,326.94,465.94,2251.79,,,948.83,171519.62,1079.17,5630.43,,,130326.71,,237.86,251.15
1979-06-28,275.9,168.39,60922.36,127.2,327.99,465.59,2240.68,,,944.15,170673.4,1073.84,5602.65,,,129683.72,,237.98,250.69
1979-06-29,277.5,169.03,60161.4,127.29,322.55,457.71,2190.55,,,923.02,166854.38,1049.81,5477.29,,,133065.59,,232.34,245.46
1979-07-02,282.5,172.26,61572.11,129.08,329.85,467.43,2252.74,,,943.89,176657.16,1071.55,5671.08,,,135330.21,,238.87,252.09
1979-07-03,281.35,171.44,61559.81,127.71,328.36,467.21,2210.03,,,936.35,175245.6,1062.99,5625.77,,,134248.86,,236.65,251.04
1979-07-04,283.5,172.12,61420.92,127.39,329.19,467.82,2199.33,,,931.82,174397.23,1057.84,5598.53,,,133598.96,,239.96,252.18
1979-07-05,288.25,174.68,62193.33,129.26,333.88,473.12,2221.23,,,941.1,176134.09,1068.38,5654.29,,,134929.5,,244.27,255.2
1979-07-06,290.25,176.45,63156.55,130.71,336.33,482.25,2257.97,,,956.66,179047.03,1086.04,5747.8,,,137160.99,,245.7,258.44
1979-07-09,287.85,175.53,63192.96,130.72,335.6,483.67,2328.72,,,977.88,181342.05,1107.03,5871.21,,,138313.36,,245.79,258.18
1979-07-10,290.5,176.61,63110.59,130.71,336.05,482.3,2307.18,,,968.52,179607.39,1096.44,5815.05,,,136990.3,,244.74,257.53
1979-07-11,290.3,175.8,63196.57,130.03,336.94,481.3,2300.81,,,965.85,179111.19,1093.41,5798.98,,,136611.84,,245.76,258.58
1979-07-12,290.75,176.13,63164.43,130.53,336.9,481.24,2306.77,,,968.35,179574.92,1096.24,5814.0,,,136965.54,,246.0,258.73
1979-07-13,287.45,174.13,62730.71,128.96,335.21,476.47,2288.56,,,960.71,178157.79,1087.59,5768.12,,,135884.67,,242.96,255.52
1979-07-16,292.8,176.89,63166.98,130.6,337.74,479.6,2297.37,,,973.5,182092.48,1100.87,5848.79,,,136407.4,,245.97,258.19
1979-07-17,296.3,178.16,64137.25,130.47,343.76,484.37,2307.73,,,977.89,182913.56,1105.84,5875.17,,,137022.48,,249.37,262.82
1979-07-18,302.15,181.13,64895.16,132.67,353.56,495.22,2358.62,,,999.11,186882.04,1129.83,6002.64,,,139995.31,,256.78,268.92
1979-07-19,299.15,179.47,64755.67,130.41,349.48,490.57,2344.43,,,979.84,183278.17,1108.04,5886.88,,,137295.62,,251.83,265.5
1979-07-20,298.75,180.51,64874.21,131.43,347.48,491.15,2353.48,,,983.62,183985.36,1112.32,5909.59,,,137825.38,,252.14,265.01
1979-07-23,304.9,183.26,65495.3,132.48,352.87,495.34,2365.21,,,1015.74,189692.33,1148.97,6068.04,,,138444.25,,254.07,267.98
1979-07-24,305.25,183.27,65716.24,131.29,356.99,500.95,2362.5,,,1015.08,189568.62,1148.22,6064.09,,,138353.97,,257.06,269.72
1979-07-25,303.35,182.68,65194.28,130.67,353.05,497.28,2339.04,,,1005.0,187686.42,1136.82,6003.88,,,136980.27,,253.86,266.91
1979-07-26,305.2,183.91,65100.5,131.02,354.25,498.17,2331.01,,,1001.55,187041.99,1132.92,5983.26,,,136509.95,,254.09,266.97
1979-07-27,305.8,184.56,65782.55,132.27,357.44,502.62,2367.26,,,1017.12,189950.42,1150.53,6076.3,,,138632.62,,256.59,269.93
1979-07-30,301.4,182.35,66160.16,130.28,355.55,505.25,2359.38,,,1025.65,190251.6,1158.63,6161.78,,,138179.79,,255.89,269.38
1979-07-31,296.45,179.68,63972.92,131.87,345.15,490.63,2354.14,,,1023.3,189816.97,1155.98,6147.7,,,145048.8,,248.8,262.79
1979-08-01,290.1,175.64,62918.9,127.77,340.97,482.71,2297.66,,,998.75,185262.99,1128.24,6000.21,,,141568.87,,242.96,257.64
1979-08-02,291.5,176.3,63431.67,128.53,344.48,485.75,2315.2,,,1006.38,186677.72,1136.86,6046.03,,,142649.94,,245.46,258.76
1979-08-03,286.5,173.57,62575.1,126.24,338.65,478.93,2278.14,,,990.27,183689.23,1118.66,5949.24,,,140366.29,,244.33,255.32
1979-08-06,282.7,171.07,62104.33,126.26,337.18,475.56,2298.31,,,998.54,185223.45,1102.37,5998.93,,,141538.66,,244.06,254.95
1979-08-07,285.1,172.69,61136.2,128.54,331.22,468.71,2282.56,,,992.19,184045.44,1095.36,5960.78,,,140638.48,,237.86,249.64
1979-08-08,289.0,174.96,62136.97,130.44,335.95,476.23,2322.34,,,1009.48,187253.21,1114.45,6064.67,,,143089.7,,240.71,254.31
1979-08-09,297.1,179.36,63273.25,132.9,343.37,483.47,2346.46,,,1019.97,189197.82,1126.02,6127.65,,,144575.68,,245.17,257.61
1979-08-10,303.75,183.46,65453.44,135.15,355.17,498.82,2416.06,,,1050.22,194809.92,1159.42,6309.41,,,148864.17,,253.19,268.22
1979-08-13,298.75,180.6,65892.89,133.61,356.39,502.53,2437.15,,,1029.53,190062.57,1162.82,6222.08,,,150172.95,,255.34,269.28
1979-08-14,292.0,176.8,63535.89,130.82,343.47,485.38,2352.55,,,993.73,183453.31,1122.38,6005.72,,,144950.82,,244.43,259.66
1979-08-15,301.85,182.82,65116.21,135.21,351.84,498.2,2409.82,,,1017.92,187919.27,1149.7,6151.92,,,148479.49,,251.86,265.84
1979-08-16,297.85,180.26,64350.69,134.05,347.01,491.05,2391.36,,,1010.13,186480.24,1140.9,6104.81,,,147342.47,,249.4,264.07
1979-08-17,300.55,181.98,64911.39,135.5,349.34,495.59,2413.45,,,1019.46,188202.64,1151.44,6161.2,,,148703.39,,249.48,264.76
1979-08-20,298.75,180.89,65015.91,134.45,349.65,496.71,2412.18,,,1018.99,188115.38,1128.02,6158.34,,,148634.44,,249.03,265.45
1979-08-21,300.5,181.99,65064.06,135.94,347.95,495.58,2421.64,,,1022.92,188841.17,1132.37,6182.1,,,149207.9,,250.66,265.19
1979-08-22,311.0,188.18,68362.95,140.18,363.17,516.71,2516.31,,,1062.91,196223.39,1176.64,6423.77,,,155040.77,,260.74,276.54
1979-08-23,310.05,187.54,67814.14,139.38,360.61,512.87,2494.21,,,1053.57,194500.27,1166.31,6367.36,,,153679.29,,259.36,274.67
1979-08-24,314.75,190.31,69005.75,140.92,367.11,520.63,2524.93,,,1051.11,196687.86,1180.74,6417.99,,,155581.43,,261.79,279.05
1979-08-27,314.75,190.31,69005.75,140.92,367.11,520.63,2524.93,,,1051.11,196687.86,1187.79,6417.99,,,155581.43,,261.79,279.05
1979-08-28,316.75,191.73,69720.07,140.81,369.33,524.66,2519.07,,,1048.61,196219.81,1184.96,6402.72,,,155211.21,,264.12,280.71
1979-08-29,315.2,190.67,69669.4,139.87,368.27,522.17,2497.1,,,1039.47,194508.61,1174.63,6346.88,,,153857.63,,262.1,279.1
1979-08-30,319.15,193.34,70216.85,142.1,373.28,528.75,2542.15,,,1058.22,198017.18,1195.81,6461.37,,,156632.94,,266.4,282.92
1979-08-31,315.1,190.38,69957.47,139.89,370.38,526.44,2527.65,,,1052.18,196887.96,1188.99,6424.52,,,153643.94,,265.44,281.59
1979-09-03,322.9,195.21,70663.6,143.64,372.21,529.44,2545.31,,,1072.38,199562.53,1210.16,6482.59,,,154726.85,,267.03,283.51
1979-09-04,325.0,196.34,71652.32,145.15,378.35,536.67,2594.12,,,1092.88,203376.78,1233.29,6606.49,,,157684.15,,270.25,287.26
1979-09-05,329.0,198.56,72842.19,146.71,384.53,544.3,2629.23,,,1107.67,206129.47,1249.98,6695.91,,,159818.39,,274.35,291.74
1979-09-06,335.5,201.76,75211.04,149.28,397.74,558.78,2717.47,,,1144.85,213047.4,1291.93,6920.63,,,165182.08,,283.56,301.83
1979-09-07,329.15,197.74,73062.7,146.29,386.06,538.59,2637.19,,,1111.02,206753.46,1253.76,6716.18,,,160302.2,,275.62,292.91
1979-09-10,336.3,201.8,74343.57,149.77,391.31,547.56,2684.61,,,1129.57,210259.34,1276.39,7130.99,,,163194.63,,280.75,298.05
1979-09-11,339.5,204.14,75034.56,151.53,393.08,553.12,2708.36,,,1139.5,212106.76,1287.6,7193.64,,,164628.53,,282.3,300.21
1979-09-12,337.1,202.6,74927.97,151.68,391.55,549.37,2718.2,,,1143.64,212877.34,1292.28,7219.78,,,165226.62,,281.36,298.8
1979-09-13,332.95,200.52,74863.16,151.13,389.24,547.71,2722.74,,,1145.55,213232.76,1294.44,7231.83,,,165502.48,,280.31,298.16
1979-09-14,345.8,208.27,77158.8,159.47,401.74,564.66,2801.74,,,1202.02,223744.57,1358.25,7588.34,,,173661.32,,289.35,309.32
1979-09-17,351.75,211.64,78404.26,163.49,407.83,572.46,2875.37,,,1173.62,219189.62,1325.21,7069.42,,,177565.09,,289.33,312.39
1979-09-18,375.75,226.0,83085.72,174.44,432.58,604.53,3040.16,,,1241.11,231795.36,1401.42,7475.99,,,187776.98,,309.42,331.83
1979-09-19,369.0,221.68,84013.09,171.95,437.76,610.17,3090.12,,,1261.51,235604.58,1424.46,7598.85,,,190862.82,,312.22,334.83
1979-09-20,380.0,225.5,82666.75,175.84,438.17,593.52,3062.96,,,1250.42,233533.56,1411.93,7532.05,,,189185.09,,310.0,333.36
