Date,AVG_RTN,CSAD_AVG,CSSD_AVG,SHSZ300,up_avg,down_avg,up1_avg,down1_avg,up5_avg,down5_avg,up10_avg,down10_avg,shsz300_up,shsz300_down
2016/1/28,-0.05135021,0.028183549,0.034103871,-0.026516837,0,1,0,0,0,1,0,1,0,1
2016/1/29,0.050188479,0.016509506,0.022188444,0.032268683,1,0,0,0,1,0,1,0,1,0
2016/2/1,-0.006173663,0.027429066,0.034447467,-0.016060866,0,1,0,0,0,0,0,0,0,1
2016/2/2,0.038326566,0.012387552,0.016723694,0.020841449,1,0,0,0,1,0,1,0,1,0
2016/2/3,0.016849146,0.024074256,0.029699048,-0.0041745,1,0,0,0,0,0,0,0,0,1
2016/2/4,0.028297411,0.019306647,0.026195349,0.013819424,1,0,0,0,0,0,1,0,1,0
2016/2/5,-0.017958017,0.017762555,0.025444095,-0.008101089,0,1,0,0,0,0,0,0,0,1
2016/2/15,0.001229973,0.019711499,0.026118432,0.005882053,1,0,0,0,0,0,0,0,1,0
2016/2/16,0.047178959,0.014120729,0.020255262,0.027150124,1,0,0,0,1,0,1,0,1,0
2016/2/17,0.016423021,0.0153949,0.022765269,0.006899953,1,0,0,0,0,0,0,0,1,0
2016/2/18,0.002437554,0.018691837,0.029032491,-0.001397582,1,0,0,0,0,0,0,0,0,1
2016/2/19,0.003516544,0.01582274,0.02107949,-0.0016435,1,0,0,0,0,0,0,0,0,1
2016/2/22,0.02666333,0.016823104,0.022402793,0.02174748,1,0,0,0,0,0,1,0,1,0
2016/2/23,-0.011484299,0.02018918,0.028556991,-0.010776795,0,1,0,0,0,0,0,0,0,1
2016/2/24,0.003639737,0.016832611,0.022943293,0.006434997,1,0,0,0,0,0,0,0,1,0
2016/2/25,-0.085921358,0.023854868,0.040298898,-0.063810934,0,1,0,1,0,1,0,1,0,1
2016/2/26,-0.000872885,0.021450244,0.03001539,0.009385165,0,1,0,0,0,0,0,0,1,0
2016/2/29,-0.070201246,0.025498995,0.030654393,-0.026701935,0,1,0,0,0,1,0,1,0,1
2016/3/1,0.026448949,0.018174325,0.02508329,0.018618852,1,0,0,0,0,0,1,0,1,0
2016/3/2,0.054870855,0.009989642,0.014011929,0.040507187,1,0,0,0,1,0,1,0,1,0
2016/3/3,0.002585003,0.011265827,0.016965753,0.005225158,1,0,0,0,0,0,0,0,1,0
2016/3/4,-0.033771008,0.028872038,0.038042365,0.015072668,0,1,0,0,0,0,0,1,1,0
2016/3/7,0.027347661,0.012477495,0.017082747,0.003102965,1,0,0,0,0,0,1,0,1,0
2016/3/8,0.013460412,0.02311738,0.029998132,0.002525805,1,0,0,0,0,0,0,0,1,0
2016/3/9,-0.029362774,0.016118607,0.023146141,-0.013388977,0,1,0,0,0,0,0,1,0,1
2016/3/10,-0.01353292,0.013476007,0.018039772,-0.018638123,0,1,0,0,0,0,0,0,0,1
2016/3/11,0.000841586,0.014308724,0.019610301,0.006431977,1,0,0,0,0,0,0,0,1,0
2016/3/14,0.04454763,0.016380365,0.021119729,0.012178414,1,0,0,0,1,0,1,0,1,0
2016/3/15,0.003074437,0.019462839,0.025333424,0.001377059,1,0,0,0,0,0,0,0,1,0
2016/3/16,-0.006095141,0.018338778,0.026100995,0.003152947,0,1,0,0,0,0,0,0,1,0
2016/3/17,0.050636128,0.026274687,0.031510566,0.018230252,1,0,0,0,1,0,1,0,1,0
2016/3/18,0.037088973,0.018175592,0.02563332,0.015696372,1,0,0,0,1,0,1,0,1,0
2016/3/21,0.024401507,0.012797719,0.019637442,0.022602596,1,0,0,0,0,0,0,0,1,0
2016/3/22,-0.001699391,0.017961085,0.024725652,-0.008213713,0,1,0,0,0,0,0,0,0,1
2016/3/23,0.004839123,0.015929391,0.023564806,0.000771423,1,0,0,0,0,0,0,0,1,0
2016/3/24,-0.016426451,0.015342486,0.02046967,-0.018992662,0,1,0,0,0,0,0,0,0,1
2016/3/25,0.006532987,0.018277808,0.027730696,0.004437739,1,0,0,0,0,0,0,0,1,0
2016/3/28,0.006437923,0.02141118,0.028836843,-0.004364994,1,0,0,0,0,0,0,0,0,1
2016/3/29,-0.0295081,0.017872267,0.025292174,-0.012978874,0,1,0,0,0,0,0,1,0,1
2016/3/30,0.046152786,0.020577308,0.025483254,0.03187968,1,0,0,0,1,0,1,0,1,0
2016/3/31,-0.004681958,0.0128883,0.020496036,0.002220262,0,1,0,0,0,0,0,0,1,0
2016/4/1,-0.003858079,0.015981995,0.022888295,-0.002823523,0,1,0,0,0,0,0,0,0,1
2016/4/5,0.034422172,0.01795978,0.023275282,0.013117197,1,0,0,0,0,0,1,0,1,0
2016/4/6,0.005687548,0.014854717,0.021939523,-0.002072024,1,0,0,0,0,0,0,0,0,1
2016/4/7,-0.013828132,0.015804145,0.020637349,-0.012523241,0,1,0,0,0,0,0,0,0,1
2016/4/8,-0.006345887,0.014121686,0.017304239,-0.008019299,0,1,0,0,0,0,0,0,0,1
2016/4/11,0.022090545,0.016302103,0.022374596,0.014899134,1,0,0,0,0,0,0,0,1,0
2016/4/12,-0.014016008,0.018994485,0.026482996,-0.004261909,0,1,0,0,0,0,0,0,0,1
2016/4/13,0.011568155,0.01122819,0.015683267,0.010856682,1,0,0,0,0,0,0,0,1,0
2016/4/14,0.014628616,0.012420126,0.019741878,0.003865122,1,0,0,0,0,0,0,0,1,0
2016/4/15,-0.005074191,0.01066953,0.015586022,-0.000598638,0,1,0,0,0,0,0,0,0,1
2016/4/18,0.001041957,0.028751213,0.035163713,-0.012750928,1,0,0,0,0,0,0,0,0,1
2016/4/19,0.00581962,0.014438291,0.021028151,0.005814368,1,0,0,0,0,0,0,0,1,0
2016/4/20,-0.045376623,0.025321366,0.032435253,-0.019531985,0,1,0,0,0,1,0,1,0,1
2016/4/21,-0.020196527,0.02463576,0.034802531,-0.008494984,0,1,0,0,0,0,0,0,0,1
2016/4/22,0.015814786,0.022139113,0.030581109,0.001048338,1,0,0,0,0,0,0,0,1,0
2016/4/25,-0.005745524,0.020120202,0.027939677,-0.002137665,0,1,0,0,0,0,0,0,0,1
2016/4/26,0.018353991,0.014134598,0.021670779,0.005771732,1,0,0,0,0,0,0,0,1,0
2016/4/27,0.007423537,0.022304476,0.03074939,-0.005806962,1,0,0,0,0,0,0,0,0,1
2016/4/28,0.002030625,0.018994612,0.029385785,0.002306112,1,0,0,0,0,0,0,0,1,0
2016/4/29,0.001445674,0.018887302,0.02904585,-0.001214387,1,0,0,0,0,0,0,0,0,1
2016/5/3,0.032410012,0.01027874,0.012854658,0.015101337,1,0,0,0,0,0,1,0,1,0
2016/5/4,0.003107072,0.015146774,0.019937747,-0.001331512,1,0,0,0,0,0,0,0,0,1
2016/5/5,0.015063668,0.019419474,0.026914392,-0.000443078,1,0,0,0,0,0,0,0,0,1
2016/5/6,-0.043764425,0.015553884,0.021367221,-0.026068326,0,1,0,0,0,1,0,1,0,1
2016/5/9,-0.025519005,0.032996737,0.042646221,-0.023877017,0,1,0,0,0,0,0,1,0,1
2016/5/10,-0.015735083,0.02336166,0.029220261,0.001508125,0,1,0,0,0,0,0,0,1,0
2016/5/11,-0.011294438,0.014159861,0.020203632,0.008957153,0,1,0,0,0,0,0,0,1,0
2016/5/12,0.020029252,0.031635584,0.038680926,-0.001715818,1,0,0,0,0,0,0,0,0,1
2016/5/13,0.00889134,0.020916397,0.028220093,-0.007368644,1,0,0,0,0,0,0,0,0,1
2016/5/16,0.03424176,0.027294347,0.032276615,0.008350438,1,0,0,0,0,0,1,0,1,0
2016/5/17,-0.009130064,0.013815918,0.022671993,-0.003080433,0,1,0,0,0,0,0,0,0,1
2016/5/18,-0.029554473,0.021600794,0.030237761,-0.008816594,0,1,0,0,0,0,0,1,0,1
2016/5/19,0.016292798,0.017824815,0.023921187,-0.002157462,1,0,0,0,0,0,0,0,0,1
2016/5/20,-0.0006963,0.019994822,0.02928649,0.003378577,0,1,0,0,0,0,0,0,1,0
2016/5/23,0.019942073,0.015311487,0.020471311,0.002371807,1,0,0,0,0,0,0,0,1,0
2016/5/24,-0.01259927,0.017147078,0.022979407,-0.006917684,0,1,0,0,0,0,0,0,0,1
2016/5/25,-0.011800321,0.012324815,0.01684612,-0.001551611,0,1,0,0,0,0,0,0,0,1
2016/5/26,0.003069336,0.012640366,0.017894009,0.002284513,1,0,0,0,0,0,0,0,1,0
2016/5/27,-0.013152483,0.022849836,0.029045033,-0.002465434,0,1,0,0,0,0,0,0,0,1
2016/5/30,-0.006191091,0.011972867,0.018673526,-0.00189712,0,1,0,0,0,0,0,0,0,1
2016/5/31,0.046771131,0.012065142,0.01593912,0.033291372,1,0,0,0,1,0,1,0,1,0
2016/6/1,0.023504358,0.019586156,0.025681764,-0.001874736,1,0,0,0,0,0,0,0,0,1
2016/6/2,0.007152877,0.012652701,0.017596856,0.001599781,1,0,0,0,0,0,0,0,1,0
2016/6/3,0.008195898,0.021147576,0.033349462,0.010571841,1,0,0,0,0,0,0,0,1,0
2016/6/6,0.015737173,0.022837864,0.031898569,-0.004833752,1,0,0,0,0,0,0,0,0,1
2016/6/7,0.008330525,0.020040655,0.027039551,-0.001002728,1,0,0,0,0,0,0,0,0,1
2016/6/8,0.011832017,0.02513032,0.030700265,-0.003375159,1,0,0,0,0,0,0,0,0,1
2016/6/13,-0.045439168,0.030234063,0.041492537,-0.034390359,0,1,0,0,0,1,0,1,0,1
2016/6/14,0.008106393,0.016514858,0.024305745,0.001485189,1,0,0,0,0,0,0,0,1,0
2016/6/15,0.055328161,0.029261887,0.032100481,0.014834728,1,0,0,0,1,0,1,0,1,0
2016/6/16,0.014241824,0.026591701,0.035316892,-0.008184949,1,0,0,0,0,0,0,0,0,1
2016/6/17,-0.002285059,0.015515683,0.020096332,0.005753014,0,1,0,0,0,0,0,0,1,0
2016/6/20,0.012688351,0.020425755,0.027965798,0.002097084,1,0,0,0,0,0,0,0,1,0
2016/6/21,-0.02087171,0.0245013,0.032804257,-0.003487833,0,1,0,0,0,0,0,0,0,1
2016/6/22,0.018265886,0.016615855,0.024220778,0.010105631,1,0,0,0,0,0,0,0,1,0
2016/6/23,-0.018879056,0.016920364,0.023833779,-0.003803711,0,1,0,0,0,0,0,0,0,1
2016/6/24,-0.007328256,0.019015817,0.026360597,-0.022121246,0,1,0,0,0,0,0,0,0,1
2016/6/27,0.024044716,0.013139277,0.018421612,0.0111244,1,0,0,0,0,0,0,0,1,0
2016/6/28,0.003733104,0.016637475,0.022482414,0.004873073,1,0,0,0,0,0,0,0,1,0
2016/6/29,0.007896381,0.016898579,0.024319018,0.00779524,1,0,0,0,0,0,0,0,1,0
2016/6/30,-0.011391018,0.019476762,0.024646108,-0.003126881,0,1,0,0,0,0,0,0,0,1
2016/7/1,-0.004699883,0.009232051,0.012514966,-0.000272034,0,1,0,0,0,0,0,0,0,1
2016/7/4,0.017234803,0.011450797,0.017783487,0.014756316,1,0,0,0,0,0,0,0,1,0
2016/7/5,0.007362151,0.011365965,0.016219578,-0.001589834,1,0,0,0,0,0,0,0,0,1
2016/7/6,0.000391904,0.010969087,0.016601055,0.001257869,1,0,0,0,0,0,0,0,1,0
2016/7/7,0.022739439,0.026515292,0.032195111,-0.00030677,1,0,0,0,0,0,0,0,0,1
2016/7/8,-0.009826588,0.017797382,0.026570207,-0.006553575,0,1,0,0,0,0,0,0,0,1
2016/7/11,-0.008847838,0.019389538,0.028561646,0.002065449,0,1,0,0,0,0,0,0,1,0
2016/7/12,0.00097352,0.013692596,0.019548861,0.022617811,1,0,0,0,0,0,0,0,1,0
2016/7/13,0.006743689,0.008923218,0.01183585,0.003433276,1,0,0,0,0,0,0,0,1,0
2016/7/14,-0.000262534,0.012882077,0.020775803,-0.001591932,0,1,0,0,0,0,0,0,0,1
2016/7/15,0.002689942,0.016443428,0.02359714,-0.001090489,1,0,0,0,0,0,0,0,0,1
2016/7/18,-0.009119585,0.016641244,0.02044624,-0.005630254,0,1,0,0,0,0,0,0,0,1
2016/7/19,0.005370639,0.013817147,0.020504953,-0.004146245,1,0,0,0,0,0,0,0,0,1
2016/7/20,0.004480579,0.015968106,0.022609569,8.72E-05,1,0,0,0,0,0,0,0,1,0
2016/7/21,0.000599828,0.015301492,0.021842938,0.004147733,1,0,0,0,0,0,0,0,1,0
2016/7/22,-0.014001377,0.023313538,0.031492102,-0.008073292,0,1,0,0,0,0,0,0,0,1
2016/7/25,-0.011655428,0.028673366,0.037253642,0.001443387,0,1,0,0,0,0,0,0,1,0
2016/7/26,0.005126738,0.007753886,0.011778299,0.012791793,1,0,0,0,0,0,0,0,1,0
2016/7/27,-0.059430749,0.019764006,0.024720278,-0.01569359,0,1,0,0,0,1,0,1,0,1
2016/7/28,-0.003013124,0.015811696,0.019967141,0.00329979,0,1,0,0,0,0,0,0,1,0
2016/7/29,-0.006449688,0.01364317,0.017762199,-0.00282855,0,1,0,0,0,0,0,0,0,1
2016/8/1,-0.010443367,0.014748033,0.018750073,-0.009043166,0,1,0,0,0,0,0,0,0,1
2016/8/2,0.0075423,0.00805114,0.011655031,0.006364028,1,0,0,0,0,0,0,0,1,0
2016/8/3,0.005289555,0.012348694,0.018703018,0.000762099,1,0,0,0,0,0,0,0,1,0
2016/8/4,0.011205926,0.012154191,0.015585278,0.000971703,1,0,0,0,0,0,0,0,1,0
2016/8/5,-0.009498425,0.012998744,0.016571625,-0.0010937,0,1,0,0,0,0,0,0,0,1
2016/8/8,0.004695493,0.009775748,0.012249684,0.008278928,1,0,0,0,0,0,0,0,1,0
2016/8/9,0.012380303,0.008167189,0.011176756,0.007685253,1,0,0,0,0,0,0,0,1,0
2016/8/10,-0.002064691,0.009289924,0.013447031,-0.001503681,0,1,0,0,0,0,0,0,0,1
2016/8/11,-0.023383561,0.01147766,0.01378273,-0.002418858,0,1,0,0,0,0,0,0,0,1
2016/8/12,0.007142566,0.006180744,0.010258228,0.017792658,1,0,0,0,0,0,0,0,1,0
2016/8/15,0.025475063,0.007904736,0.013532329,0.029997281,1,0,0,0,0,0,0,0,1,0
2016/8/16,0.018400389,0.016347639,0.021490395,-0.002869464,1,0,0,0,0,0,0,0,0,1
2016/8/17,0.000526733,0.013753711,0.018597567,-0.002490082,1,0,0,0,0,0,0,0,0,1
2016/8/18,-0.001543326,0.009643566,0.016705989,-0.002089279,0,1,0,0,0,0,0,0,0,1
2016/8/19,0.010240162,0.016170257,0.024548938,-0.003319646,1,0,0,0,0,0,0,0,0,1
2016/8/22,-0.018215751,0.016714718,0.023314579,-0.008663575,0,1,0,0,0,0,0,0,0,1
2016/8/23,-0.002427865,0.013983174,0.020171933,0.002725844,0,1,0,0,0,0,0,0,1,0
2016/8/24,0.00350329,0.009813711,0.013521067,-0.00492562,1,0,0,0,0,0,0,0,0,1
2016/8/25,-0.007825079,0.011784246,0.016808075,-0.006503949,0,1,0,0,0,0,0,0,0,1
2016/8/26,-0.003346183,0.011672442,0.018469813,-0.002325134,0,1,0,0,0,0,0,0,0,1
2016/8/29,-0.005186096,0.01008316,0.014102847,-0.001005124,0,1,0,0,0,0,0,0,0,1
2016/8/30,-0.003275022,0.008292592,0.015158624,0.000746592,0,1,0,0,0,0,0,0,1,0
2016/8/31,0.003489969,0.008920019,0.011443676,0.004372027,1,0,0,0,0,0,0,0,1,0
2016/9/1,-0.008978938,0.008414292,0.011623148,-0.006141926,0,1,0,0,0,0,0,0,0,1
2016/9/2,-0.012408363,0.013412843,0.017805027,0.002441851,0,1,0,0,0,0,0,0,1,0
2016/9/5,-0.000225208,0.009093977,0.012659985,0.002127368,0,1,0,0,0,0,0,0,1,0
2016/9/6,0.023849784,0.013542821,0.016962138,0.005660732,1,0,0,0,0,0,0,0,1,0
2016/9/7,-0.009082632,0.009094311,0.013394519,0.00286048,0,1,0,0,0,0,0,0,1,0
2016/9/8,0.002508355,0.006615556,0.008689329,-0.001335438,1,0,0,0,0,0,0,0,0,1
2016/9/9,-0.009774454,0.008654937,0.011198273,-0.010475886,0,1,0,0,0,0,0,0,0,1
2016/9/12,-0.038946936,0.021982943,0.030789443,-0.015399795,0,1,0,0,0,1,0,1,0,1
2016/9/13,0.004804401,0.010790138,0.016060256,-0.000771186,1,0,0,0,0,0,0,0,0,1
2016/9/14,-0.006469914,0.014308019,0.023325655,-0.004222081,0,1,0,0,0,0,0,0,0,1
2016/9/19,0.015899582,0.011479347,0.019895379,0.007953757,1,0,0,0,0,0,0,0,1,0
2016/9/20,0.004203006,0.011143112,0.018847497,-0.002189631,1,0,0,0,0,0,0,0,0,1
2016/9/21,0.001435286,0.009620197,0.017820695,0.003340352,1,0,0,0,0,0,0,0,1,0
2016/9/22,0.00367668,0.008618041,0.016338678,0.008292886,1,0,0,0,0,0,0,0,1,0
2016/9/23,-0.00952082,0.016258529,0.025510052,-0.005877311,0,1,0,0,0,0,0,0,0,1
2016/9/26,-0.023702228,0.017547444,0.027433332,-0.016106638,0,1,0,0,0,0,0,0,0,1
2016/9/27,0.010665115,0.014901461,0.025731565,0.005601467,1,0,0,0,0,0,0,0,1,0
2016/9/28,-0.001638317,0.009664079,0.013489366,-0.004232698,0,1,0,0,0,0,0,0,0,1
2016/9/29,-0.006366996,0.010417443,0.017272108,0.006013228,0,1,0,0,0,0,0,0,1,0
2016/9/30,0.003617656,0.009259468,0.014173812,0.002168451,1,0,0,0,0,0,0,0,1,0
2016/10/10,0.022709749,0.010107916,0.015713855,0.006400323,1,0,0,0,0,0,0,0,1,0
2016/10/11,0.004574251,0.010668114,0.01769376,0.001238683,1,0,0,0,0,0,0,0,1,0
2016/10/12,-0.000985592,0.008745841,0.013908443,-0.002532212,0,1,0,0,0,0,0,0,0,1
2016/10/13,-0.00109815,0.009479804,0.015510942,0.000798347,0,1,0,0,0,0,0,0,1,0
2016/10/14,-0.000127615,0.009540888,0.014403149,0.000850324,0,1,0,0,0,0,0,0,1,0
2016/10/17,6.69E-05,0.016335887,0.023052749,-0.009773912,1,0,0,0,0,0,0,0,0,1
2016/10/18,0.026509712,0.015276503,0.02077847,0.014194268,1,0,0,0,0,0,1,0,1,0
2016/10/19,-0.000569813,0.01288556,0.019594602,-0.001504482,0,1,0,0,0,0,0,0,0,1
2016/10/20,0.006414342,0.015266578,0.022771616,-0.000668436,1,0,0,0,0,0,0,0,0,1
2016/10/21,-0.007398258,0.012288184,0.015538071,-0.000746715,0,1,0,0,0,0,0,0,0,1
2016/10/24,0.004566755,0.005638679,0.008333486,0.01076239,1,0,0,0,0,0,0,0,1,0
2016/10/25,0.001533069,0.011536369,0.018457282,0.000377098,1,0,0,0,0,0,0,0,1,0
2016/10/26,-0.012714549,0.009790543,0.01376942,-0.004089948,0,1,0,0,0,0,0,0,0,1
2016/10/27,0.003148626,0.007677182,0.01120774,-0.004990005,1,0,0,0,0,0,0,0,0,1
2016/10/28,-0.011472516,0.01251773,0.017978928,-0.000722192,0,1,0,0,0,0,0,0,0,1
2016/10/31,0.005747538,0.018318993,0.02655787,0.000264332,1,0,0,0,0,0,0,0,1,0
2016/11/1,0.009008446,0.009900853,0.015032253,0.008162891,1,0,0,0,0,0,0,0,1,0
2016/11/2,-0.007975865,0.011774613,0.019643252,-0.005844145,0,1,0,0,0,0,0,0,0,1
2016/11/3,0.005509166,0.008140867,0.012435659,0.008349026,1,0,0,0,0,0,0,0,1,0
2016/11/4,-0.005911891,0.010483906,0.014273744,-0.003721011,0,1,0,0,0,0,0,0,0,1
2016/11/7,0.002260233,0.012382086,0.018695881,-0.003355177,1,0,0,0,0,0,0,0,0,1
2016/11/8,0.002500733,0.005758148,0.007805,0.004789961,1,0,0,0,0,0,0,0,1,0
2016/11/9,-0.013921055,0.010286937,0.017057431,-0.007743386,0,1,0,0,0,0,0,0,0,1
2016/11/10,0.012634451,0.009337463,0.016870385,0.008700067,1,0,0,0,0,0,0,0,1,0
2016/11/11,0.009057589,0.01181216,0.017516161,0.009197417,1,0,0,0,0,0,0,0,1,0
2016/11/14,-0.000129737,0.01181831,0.017222302,-0.002259326,0,1,0,0,0,0,0,0,0,1
2016/11/15,-0.002444096,0.008006869,0.010238177,-0.001584233,0,1,0,0,0,0,0,0,0,1
2016/11/16,0.005841635,0.01022791,0.013162433,-0.002658641,1,0,0,0,0,0,0,0,0,1
2016/11/17,-0.01035161,0.010004677,0.013422353,0.001484361,0,1,0,0,0,0,0,0,1,0
2016/11/18,-0.00098225,0.010615196,0.015818717,-0.006932994,0,1,0,0,0,0,0,0,0,1
2016/11/21,0.002000709,0.008265793,0.011902088,0.006332027,1,0,0,0,0,0,0,0,1,0
2016/11/22,0.01220528,0.011093569,0.015315783,0.00897742,1,0,0,0,0,0,0,0,1,0
2016/11/23,-0.00903582,0.006883456,0.008408843,-0.002152768,0,1,0,0,0,0,0,0,0,1
2016/11/24,-0.009076099,0.010960022,0.016143703,0.002650833,0,1,0,0,0,0,0,0,1,0
2016/11/25,0.003467661,0.009379908,0.012572918,0.010648031,1,0,0,0,0,0,0,0,1,0
2016/11/28,-0.002160592,0.009492964,0.014109488,0.004760229,0,1,0,0,0,0,0,0,1,0
2016/11/29,-0.008494423,0.015443965,0.023701059,0.011218447,0,1,0,0,0,0,0,0,1,0
2016/11/30,-0.000473813,0.010609667,0.019729024,-0.008900259,0,1,0,0,0,0,0,0,0,1
2016/12/1,0.006237488,0.011541646,0.018526419,0.009935048,1,0,0,0,0,0,0,0,1,0
2016/12/2,-0.0121671,0.018441152,0.031267153,-0.009619989,0,1,0,0,0,0,0,0,0,1
2016/12/5,0.00354064,0.01653385,0.029229273,-0.014703038,1,0,0,0,0,0,0,0,0,1
2016/12/6,0.008307112,0.013425995,0.020159624,-0.005100286,1,0,0,0,0,0,0,0,0,1
2016/12/7,0.013372708,0.01671816,0.026203463,0.003695385,1,0,0,0,0,0,0,0,1,0
2016/12/8,-0.002571082,0.015222897,0.024216081,-0.006064288,0,1,0,0,0,0,0,0,0,1
2016/12/9,-0.003564533,0.009884738,0.01886874,0.006780224,0,1,0,0,0,0,0,0,1,0
2016/12/12,-0.052761476,0.024295465,0.035501169,-0.021940813,0,1,0,0,0,1,0,1,0,1
2016/12/13,0.00384597,0.01412848,0.021117746,-0.001071217,1,0,0,0,0,0,0,0,0,1
2016/12/14,-0.008770683,0.014828416,0.02284743,-0.005601034,0,1,0,0,0,0,0,0,0,1
2016/12/15,0.016422706,0.013506847,0.019686184,-0.018645966,1,0,0,0,0,0,0,0,0,1
2016/12/16,0.009562251,0.011050486,0.018751504,-0.004353927,1,0,0,0,0,0,0,0,0,1
2016/12/19,-0.004204568,0.010736274,0.01437512,-0.003471496,0,1,0,0,0,0,0,0,0,1
2016/12/20,-0.001936079,0.011729226,0.020840108,-0.003714416,0,1,0,0,0,0,0,0,0,1
2016/12/21,0.00814574,0.007820159,0.011460486,0.010091709,1,0,0,0,0,0,0,0,1,0
2016/12/22,0.000682277,0.013316999,0.018042595,-0.002428488,1,0,0,0,0,0,0,0,0,1
2016/12/23,-0.014725051,0.012156664,0.017294632,-0.00835081,0,1,0,0,0,0,0,0,0,1
2016/12/26,0.008730179,0.013769791,0.019879668,0.004090792,1,0,0,0,0,0,0,0,1,0
2016/12/27,-0.005079122,0.009759205,0.01256906,-0.002948443,0,1,0,0,0,0,0,0,0,1
2016/12/28,0.001243795,0.011435646,0.019232782,-0.007638421,1,0,0,0,0,0,0,0,0,1
2016/12/29,-0.005732999,0.013492731,0.024563856,0.002856382,0,1,0,0,0,0,0,0,1,0
2016/12/30,-0.001519113,0.013874576,0.022318853,0.005340313,0,1,0,0,0,0,0,0,1,0
2017/1/3,0.009417413,0.009942681,0.017284687,0.007965882,1,0,0,0,0,0,0,0,1,0
2017/1/4,0.028164569,0.024556681,0.030188811,0.013993643,1,0,0,0,0,0,1,0,1,0
2017/1/5,-0.009043244,0.010722045,0.015907324,0.005011321,0,1,0,0,0,0,0,0,1,0
2017/1/6,-0.016098199,0.012553066,0.018248,-0.014237898,0,1,0,0,0,0,0,0,0,1
2017/1/9,0.00460153,0.011454623,0.015472828,0.004001281,1,0,0,0,0,0,0,0,1,0
2017/1/10,-0.00462668,0.01012176,0.013125229,-0.000159901,0,1,0,0,0,0,0,0,0,1
2017/1/11,-0.010551807,0.011169337,0.014495067,-0.006238278,0,1,0,0,0,0,0,0,0,1
2017/1/12,-0.006563215,0.009685427,0.013695319,-0.000146359,0,1,0,0,0,0,0,0,0,1
2017/1/13,-0.017541941,0.017121193,0.021184251,-0.001153442,0,1,0,0,0,0,0,0,0,1
2017/1/16,-0.036355126,0.022431403,0.028271124,0.000410485,0,1,0,0,0,0,0,1,1,0
2017/1/17,0.012314683,0.011121925,0.01588673,0.008906095,1,0,0,0,0,0,0,0,1,0
2017/1/18,-0.010067603,0.011105213,0.014831279,0.003976298,0,1,0,0,0,0,0,0,1,0
2017/1/19,-0.008037254,0.009719027,0.013113819,-0.008382588,0,1,0,0,0,0,0,0,0,1
2017/1/20,0.015205301,0.007649259,0.009960623,0.008721025,1,0,0,0,0,0,0,0,1,0
2017/1/23,0.010779786,0.007611073,0.009678206,0.006918725,1,0,0,0,0,0,0,0,1,0
2017/1/24,-0.006186504,0.008700644,0.011841985,-0.001407686,0,1,0,0,0,0,0,0,0,1
2017/1/25,0.005272284,0.008146267,0.012803665,0.00214515,1,0,0,0,0,0,0,0,1,0
2017/1/26,0.007895886,0.007877642,0.014381149,0.001702502,1,0,0,0,0,0,0,0,1,0
2017/2/3,-0.003460096,0.0106093,0.015507641,7.13E-06,0,1,0,0,0,0,0,0,1,0
2017/2/6,0.011350788,0.009163907,0.013420413,-0.000424675,1,0,0,0,0,0,0,0,0,1
2017/2/7,-0.002642159,0.00983356,0.014386217,-0.006804009,0,1,0,0,0,0,0,0,0,1
2017/2/8,0.006349389,0.006109631,0.007868333,0.006655754,1,0,0,0,0,0,0,0,1,0
2017/2/9,0.012417241,0.01368246,0.020035997,0.003080181,1,0,0,0,0,0,0,0,1,0
2017/2/10,-0.004640339,0.010810039,0.015002391,0.004599359,0,1,0,0,0,0,0,0,1,0
2017/2/13,0.011889079,0.013078625,0.021592661,0.006595621,1,0,0,0,0,0,0,0,1,0
2017/2/14,0.000805612,0.010004522,0.012425923,0.001535355,1,0,0,0,0,0,0,0,1,0
2017/2/15,-0.012874843,0.010550068,0.014043932,-0.002113733,0,1,0,0,0,0,0,0,0,1
2017/2/16,0.011847509,0.013046818,0.021237413,0.005426362,1,0,0,0,0,0,0,0,1,0
2017/2/17,-0.010724581,0.009749715,0.013617453,-0.007050292,0,1,0,0,0,0,0,0,0,1
2017/2/20,0.010179217,0.0112015,0.015273049,0.014129816,1,0,0,0,0,0,0,0,1,0
2017/2/21,0.015185629,0.013958081,0.020079005,0.001454976,1,0,0,0,0,0,0,0,1,0
2017/2/22,0.010381411,0.013324575,0.01768089,0.00278826,1,0,0,0,0,0,0,0,1,0
2017/2/23,0.016333955,0.023981967,0.031461525,-0.00326493,1,0,0,0,0,0,0,0,0,1
2017/2/24,0.001145895,0.011141196,0.019646563,0.000297671,1,0,0,0,0,0,0,0,1,0
2017/2/27,-0.011371867,0.014212823,0.021365647,-0.007941496,0,1,0,0,0,0,0,0,0,1
2017/2/28,0.006879382,0.01064001,0.015514448,0.002711066,1,0,0,0,0,0,0,0,1,0
2017/3/1,0.003288798,0.011243994,0.022071292,-0.000526529,1,0,0,0,0,0,0,0,0,1
2017/3/2,0.00442003,0.014963995,0.021714188,-0.008690081,1,0,0,0,0,0,0,0,0,1
2017/3/3,0.017646261,0.029617262,0.039123444,-0.004297677,1,0,0,0,0,0,0,0,0,1
2017/3/6,0.011584205,0.016134344,0.027916694,0.00705581,1,0,0,0,0,0,0,0,1,0
2017/3/7,-0.000526981,0.016656125,0.028183739,0.001716115,0,1,0,0,0,0,0,0,1,0
